Order ID;Date;Product;Country Code;   UnitCost  2 ;   UnitPrice  2 ;SalesQuantity
209230;23/07/2017;Tea (Lausanne);CHE; 1,52 € ; 7,60 € € ;378
209231;24/07/2017;Ham & Cheese Toastie (Toulouse);FRA; 1,56 € ; 7,78 € € ;436
209232;25/07/2017;Chicken Salad Sandwich (Geneva);CHE; 0,65 € ; 3,26 € € ;426
209233;26/07/2017;Blueberry Muffin (Hamburg);DEU; 1,45 € ; 7,24 € € ;373
209234;27/07/2017;Chicken Salad Sandwich (Vancouver);CAN; 1,02 € ; 5,12 € € ;313
209235;28/07/2017;Blueberry Muffin (Cardiff);GBR; 1,01 € ; 5,04 € € ;383
209236;29/07/2017;Fruit Box (Odense);DNK; 1,60 € ; 8,00 € € ;207
209237;30/07/2017;Peach Juice (Birmingham);GBR; 0,83 € ; 4,16 € € ;404
209238;31/07/2017;Chocolate Chip Muffin (Albuquerque);USA; 0,78 € ; 3,88 € € ;560
209239;01/08/2017;Chocolate Chip Muffin (Odense);DNK; 0,64 € ; 3,18 € € ;223
209240;02/08/2017;Butter Croissant (Melbourne);AUS; 1,14 € ; 5,70 € € ;268
209241;03/08/2017;Almond Croissant (Melbourne);AUS; 1,98 € ; 9,92 € € ;276
209242;04/08/2017;Peach Juice (Vancouver);CAN; 1,18 € ; 5,90 € € ;588
209243;05/08/2017;Porridge (London);GBR; 0,87 € ; 4,36 € € ;591
209244;06/08/2017;Apple Juice (Boston);USA; 1,51 € ; 7,54 € € ;560
209245;07/08/2017;Tuna Melt Panini (Katowice);POL; 1,12 € ; 5,62 € € ;309
209246;08/08/2017;Chocolate Twist (Canberra);AUS; 1,35 € ; 6,76 € € ;225
209247;09/08/2017;Tomato Juice (Dublin);IRL; 1,45 € ; 7,26 € € ;353
209248;10/08/2017;Toast (Toulouse);FRA; 2,15 € ; 10,74 € € ;285
209249;11/08/2017;Tuna Melt Panini (Madison);USA; 1,72 € ; 8,60 € € ;391
209250;12/08/2017;Almond Croissant (Potsdam);DEU; 0,80 € ; 4,00 € € ;501
209251;13/08/2017;Sparkling Water (Brussels);BEL; 1,99 € ; 9,96 € € ;510
209252;14/08/2017;Peach Juice (Sønderborg);DNK; 1,67 € ; 8,36 € € ;471
209253;15/08/2017;Blueberry Muffin (Canberra);AUS; 0,89 € ; 4,46 € € ;510
209254;16/08/2017;Fruit Box (Edinburgh);GBR; 1,57 € ; 7,86 € € ;344
209255;17/08/2017;Chicken Salad Sandwich (Austin);USA; 1,53 € ; 7,66 € € ;572
209256;18/08/2017;Sparkling Water (Sydney);AUS; 1,08 € ; 5,40 € € ;373
209257;19/08/2017;Orange Juice (Sønderborg);DNK; 1,13 € ; 5,66 € € ;506
209258;20/08/2017;Blueberry Muffin (Stockholm);SWE; 0,99 € ; 4,94 € € ;577
209259;21/08/2017;Porridge (Geneva);CHE; 2,02 € ; 10,08 € € ;589
209260;22/08/2017;Still Water (Canberra);AUS; 1,31 € ; 6,54 € € ;416
209261;23/08/2017;Coffee (Hamburg);DEU; 1,97 € ; 9,86 € € ;263
209262;24/08/2017;Tomato Juice (Hamilton);NZL; 1,08 € ; 5,40 € € ;416
209263;25/08/2017;Almond Croissant (Vancouver);CAN; 0,96 € ; 4,78 € € ;382
209264;26/08/2017;Tea (Stuttgart);DEU; 0,99 € ; 4,96 € € ;273
209265;27/08/2017;Porridge (Austin);USA; 1,77 € ; 8,86 € € ;465
209266;28/08/2017;Chocolate Chip Muffin (Tromsø);NOR; 1,35 € ; 6,74 € € ;554
209267;29/08/2017;Toast (Hamilton);NZL; 1,77 € ; 8,86 € € ;248
209268;30/08/2017;Chocolate Twist (Munich);DEU; 0,70 € ; 3,50 € € ;551
209269;31/08/2017;Cheese & Pickle Sandwich (Seattle);USA; 1,15 € ; 5,74 € € ;284
209270;01/09/2017;Chicken Salad Sandwich (Sydney);AUS; 1,24 € ; 6,22 € € ;563
209271;02/09/2017;Ham & Cheese Toastie (Austin);USA; 1,11 € ; 5,54 € € ;309
209272;03/09/2017;Chicken Salad Sandwich (Lausanne);CHE; 1,85 € ; 9,26 € € ;358
209273;04/09/2017;Tuna Melt Panini (Galway);IRL; 1,60 € ; 8,00 € € ;265
209274;05/09/2017;Apple Juice (Stuttgart);DEU; 1,64 € ; 8,22 € € ;510
209275;06/09/2017;Apple Juice (Birmingham);GBR; 1,96 € ; 9,82 € € ;284
209276;07/09/2017;Butter Croissant (Graz);AUT; 1,99 € ; 9,96 € € ;600
209277;08/09/2017;Tomato Juice (Glasgow);GBR; 0,98 € ; 4,92 € € ;242
209278;09/09/2017;Blueberry Muffin (Sydney);AUS; 0,78 € ; 3,88 € € ;344
209279;10/09/2017;Orange Juice (Kraków);POL; 1,96 € ; 9,80 € € ;531
209280;11/09/2017;Tomato Juice (Copenhagan);DNK; 1,81 € ; 9,06 € € ;495
209281;12/09/2017;Sparkling Water (Toronto);CAN; 1,77 € ; 8,84 € € ;478
209282;13/09/2017;Fruit Box (Madison);USA; 1,41 € ; 7,04 € € ;287
209283;14/09/2017;Cheese & Pickle Sandwich (Manchester);GBR; 1,09 € ; 5,46 € € ;335
209284;15/09/2017;Blueberry Muffin (Vancouver);CAN; 1,31 € ; 6,54 € € ;558
209285;16/09/2017;Chicken Fajita Wrap (Seattle);USA; 1,06 € ; 5,32 € € ;279
209286;17/09/2017;Green Tea (Vancouver);CAN; 1,01 € ; 5,06 € € ;520
209287;18/09/2017;Peach Juice (Lausanne);CHE; 0,92 € ; 4,62 € € ;516
209288;19/09/2017;Peach Juice (Geneva);CHE; 1,00 € ; 4,98 € € ;205
209289;20/09/2017;Tea (Berlin);DEU; 1,93 € ; 9,64 € € ;540
209290;21/09/2017;Chocolate Twist (Toulouse);FRA; 0,85 € ; 4,26 € € ;542
209291;22/09/2017;Peach Juice (London);GBR; 2,11 € ; 10,54 € € ;579
209292;23/09/2017;Chocolate Twist (Birmingham);GBR; 1,29 € ; 6,44 € € ;430
209293;24/09/2017;Toast (Paris);FRA; 1,27 € ; 6,34 € € ;564
209294;25/09/2017;Apple Juice (Sydney);AUS; 1,22 € ; 6,12 € € ;243
209295;26/09/2017;Fruit Box (Dublin);IRL; 1,74 € ; 8,68 € € ;358
209296;27/09/2017;Chocolate Chip Muffin (Gdańsk);POL; 1,28 € ; 6,42 € € ;265
209297;28/09/2017;Chicken Fajita Wrap (San Francisco);USA; 0,71 € ; 3,56 € € ;587
209298;29/09/2017;Fruit Box (Paris);FRA; 0,73 € ; 3,64 € € ;432
209299;30/09/2017;Lemon & Ginger Tea (Hamilton);NZL; 1,72 € ; 8,62 € € ;459
209300;01/10/2017;Toast (Galway);IRL; 1,23 € ; 6,14 € € ;537
209301;02/10/2017;Lemon & Ginger Tea (Dresden);DEU; 1,00 € ; 4,98 € € ;377
209302;03/10/2017;Coffee (Madison);USA; 1,47 € ; 7,34 € € ;481
209303;04/10/2017;Still Water (Strasbourg);FRA; 1,31 € ; 6,56 € € ;216
209304;05/10/2017;Butter Croissant (Glasgow);GBR; 1,64 € ; 8,20 € € ;336
209305;06/10/2017;Ham & Cheese Toastie (Strasbourg);FRA; 0,99 € ; 4,96 € € ;453
209306;07/10/2017;Lemon & Ginger Tea (Glasgow);GBR; 0,98 € ; 4,88 € € ;310
209307;08/10/2017;Almond Croissant (San Francisco);USA; 1,11 € ; 5,54 € € ;218
209308;09/10/2017;Chocolate Twist (Copenhagan);DNK; 0,86 € ; 4,32 € € ;428
209309;10/10/2017;Coffee (San Francisco);USA; 1,68 € ; 8,42 € € ;525
209310;11/10/2017;Toast (Stockholm);SWE; 0,62 € ; 3,12 € € ;362
209311;12/10/2017;Orange Juice (Potsdam);DEU; 1,25 € ; 6,24 € € ;223
209312;13/10/2017;Tea (Sønderborg);DNK; 1,04 € ; 5,22 € € ;259
209313;14/10/2017;Toast (Toulouse);FRA; 2,12 € ; 10,58 € € ;371
209314;15/10/2017;Blueberry Muffin (Cardiff);GBR; 1,14 € ; 5,72 € € ;277
209315;16/10/2017;Green Tea (Boston);USA; 1,66 € ; 8,32 € € ;491
209316;17/10/2017;Coffee (Sydney);AUS; 1,36 € ; 6,78 € € ;231
209317;18/10/2017;Coffee (Tromsø);NOR; 1,72 € ; 8,62 € € ;298
209318;19/10/2017;Fruit Box (Munich);DEU; 1,48 € ; 7,42 € € ;448
209319;20/10/2017;Ham & Cheese Toastie (Geneva);CHE; 1,53 € ; 7,66 € € ;591
209320;21/10/2017;Butter Croissant (Stockholm);SWE; 1,89 € ; 9,46 € € ;427
209321;22/10/2017;Tuna Melt Panini (Lille);FRA; 1,39 € ; 6,96 € € ;400
209322;23/10/2017;Blueberry Muffin (Gdańsk);POL; 1,68 € ; 8,38 € € ;429
209323;24/10/2017;Still Water (Southampton);GBR; 0,97 € ; 4,84 € € ;393
209324;25/10/2017;Blueberry Muffin (Seattle);USA; 0,91 € ; 4,54 € € ;547
209325;26/10/2017;Chocolate Twist (Salzburg);AUT; 1,70 € ; 8,52 € € ;484
209326;27/10/2017;Chicken Fajita Wrap (Albuquerque);USA; 2,02 € ; 10,08 € € ;455
209327;28/10/2017;Tea (Austin);USA; 0,84 € ; 4,18 € € ;224
209328;29/10/2017;Sparkling Water (Dresden);DEU; 0,91 € ; 4,54 € € ;331
209329;30/10/2017;Chicken Salad Sandwich (Berlin);DEU; 1,75 € ; 8,74 € € ;524
209330;31/10/2017;Still Water (Portland);USA; 1,16 € ; 5,80 € € ;268
209331;01/11/2017;Apple Juice (Galway);IRL; 1,04 € ; 5,22 € € ;257
209332;02/11/2017;Chicken Fajita Wrap (Dresden);DEU; 1,68 € ; 8,38 € € ;511
209333;03/11/2017;BLT Sandwich (Sønderborg);DNK; 1,37 € ; 6,84 € € ;494
209334;04/11/2017;Sparkling Water (Melbourne);AUS; 1,11 € ; 5,56 € € ;351
209335;05/11/2017;Coffee (Geneva);CHE; 1,01 € ; 5,06 € € ;294
209336;06/11/2017;Apple Juice (Copenhagan);DNK; 0,78 € ; 3,90 € € ;488
209337;07/11/2017;Chocolate Chip Muffin (Lausanne);CHE; 1,38 € ; 6,88 € € ;539
209338;08/11/2017;Almond Croissant (London);GBR; 1,48 € ; 7,40 € € ;294
209339;09/11/2017;Sparkling Water (San Diego);USA; 0,99 € ; 4,94 € € ;478
209340;10/11/2017;Tomato Juice (Stockholm);SWE; 1,16 € ; 5,80 € € ;201
209341;11/11/2017;Butter Croissant (Boston);USA; 1,54 € ; 7,68 € € ;518
209342;12/11/2017;Lemon & Ginger Tea (Katowice);POL; 1,42 € ; 7,10 € € ;231
209343;13/11/2017;BLT Sandwich (Madison);USA; 1,90 € ; 9,52 € € ;374
209344;14/11/2017;BLT Sandwich (Austin);USA; 1,61 € ; 8,06 € € ;589
209345;15/11/2017;BLT Sandwich (Canberra);AUS; 1,68 € ; 8,42 € € ;422
209346;16/11/2017;Fruit Box (Austin);USA; 1,78 € ; 8,90 € € ;593
209347;17/11/2017;Porridge (Gdańsk);POL; 1,56 € ; 7,78 € € ;230
209348;18/11/2017;Cheese & Pickle Sandwich (Southampton);GBR; 0,73 € ; 3,64 € € ;210
209349;19/11/2017;Tea (Graz);AUT; 1,62 € ; 8,10 € € ;226
209350;20/11/2017;Blueberry Muffin (London);GBR; 0,67 € ; 3,34 € € ;589
209351;21/11/2017;Still Water (Madison);USA; 1,41 € ; 7,06 € € ;276
209352;22/11/2017;Peach Juice (Melbourne);AUS; 1,36 € ; 6,80 € € ;247
209353;23/11/2017;Blueberry Muffin (Hamilton);NZL; 0,78 € ; 3,90 € € ;290
209354;24/11/2017;Sparkling Water (Tromsø);NOR; 1,81 € ; 9,04 € € ;438
209355;25/11/2017;Still Water (Southampton);GBR; 0,82 € ; 4,08 € € ;438
209356;26/11/2017;Chicken Salad Sandwich (Portland);USA; 0,72 € ; 3,62 € € ;596
209357;27/11/2017;Coffee (Hamilton);NZL; 1,00 € ; 4,98 € € ;233
209358;28/11/2017;Tea (Birmingham);GBR; 1,05 € ; 5,24 € € ;362
209359;29/11/2017;Chicken Fajita Wrap (Lausanne);CHE; 0,86 € ; 4,28 € € ;425
209360;30/11/2017;Lemon & Ginger Tea (Galway);IRL; 1,57 € ; 7,84 € € ;550
209361;01/12/2017;Chicken Salad Sandwich (Dresden);DEU; 1,40 € ; 7,00 € € ;576
209362;02/12/2017;Apple Juice (Sydney);AUS; 2,04 € ; 10,18 € € ;337
209363;03/12/2017;Chocolate Twist (Lille);FRA; 1,06 € ; 5,30 € € ;430
209364;04/12/2017;Sparkling Water (San Francisco);USA; 1,77 € ; 8,86 € € ;353
209365;05/12/2017;Fruit Box (Portland);USA; 1,94 € ; 9,70 € € ;412
209366;06/12/2017;Still Water (Lausanne);CHE; 0,84 € ; 4,18 € € ;434
209367;07/12/2017;Sparkling Water (Albuquerque);USA; 1,22 € ; 6,08 € € ;274
209368;08/12/2017;Chicken Salad Sandwich (London);GBR; 2,11 € ; 10,56 € € ;564
209369;09/12/2017;Blueberry Muffin (Albuquerque);USA; 1,31 € ; 6,56 € € ;369
209370;10/12/2017;Chocolate Twist (Dresden);DEU; 2,14 € ; 10,68 € € ;464
209371;11/12/2017;Fruit Box (Albuquerque);USA; 0,72 € ; 3,62 € € ;329
209372;12/12/2017;Chocolate Twist (Birmingham);GBR; 1,42 € ; 7,10 € € ;436
209373;13/12/2017;Lemon & Ginger Tea (Madison);USA; 1,55 € ; 7,74 € € ;586
209374;14/12/2017;Blueberry Muffin (Auckland);NZL; 0,85 € ; 4,26 € € ;465
209375;15/12/2017;Lemon & Ginger Tea (Austin);USA; 0,91 € ; 4,56 € € ;349
209376;16/12/2017;Tuna Melt Panini (Toulouse);FRA; 1,23 € ; 6,14 € € ;283
209377;17/12/2017;Cheese & Pickle Sandwich (Manchester);GBR; 1,92 € ; 9,58 € € ;265
209378;18/12/2017;Porridge (Lille);FRA; 0,93 € ; 4,64 € € ;358
209379;19/12/2017;Peach Juice (Potsdam);DEU; 0,74 € ; 3,72 € € ;344
209380;20/12/2017;Ham & Cheese Toastie (Glasgow);GBR; 1,30 € ; 6,52 € € ;425
209381;21/12/2017;Almond Croissant (Austin);USA; 0,82 € ; 4,10 € € ;576
209382;22/12/2017;Chocolate Chip Muffin (Kraków);POL; 1,52 € ; 7,60 € € ;331
209383;23/12/2017;Chicken Salad Sandwich (Sønderborg);DNK; 2,03 € ; 10,16 € € ;575
209384;24/12/2017;Fruit Box (Strasbourg);FRA; 1,29 € ; 6,44 € € ;312
209385;25/12/2017;Fruit Box (Edinburgh);GBR; 1,46 € ; 7,28 € € ;580
209386;26/12/2017;Tomato Juice (Melbourne);AUS; 1,54 € ; 7,68 € € ;590
209387;27/12/2017;Sparkling Water (Tromsø);NOR; 1,22 € ; 6,10 € € ;240
209388;28/12/2017;Chicken Salad Sandwich (Dresden);DEU; 2,20 € ; 10,98 € € ;229
209389;29/12/2017;Cheese & Pickle Sandwich (Portland);USA; 1,47 € ; 7,36 € € ;314
209390;30/12/2017;Apple Juice (Melbourne);AUS; 1,67 € ; 8,34 € € ;475
209391;31/12/2017;Ham & Cheese Toastie (Southampton);GBR; 2,05 € ; 10,26 € € ;309
209392;01/01/2017;Orange Juice (Boston);USA; 1,68 € ; 8,40 € € ;351
209393;02/01/2017;Tuna Melt Panini (Auckland);NZL; 1,95 € ; 9,74 € € ;584
209394;03/01/2017;Almond Croissant (Lausanne);CHE; 1,15 € ; 5,76 € € ;462
209395;04/01/2017;Orange Juice (Seattle);USA; 1,21 € ; 6,04 € € ;328
209396;05/01/2017;Chocolate Chip Muffin (Dresden);DEU; 1,84 € ; 9,22 € € ;253
209397;06/01/2017;Fruit Box (Paris);FRA; 1,51 € ; 7,54 € € ;326
209398;07/01/2017;Ham & Cheese Toastie (Katowice);POL; 1,82 € ; 9,10 € € ;420
209399;08/01/2017;Cheese & Pickle Sandwich (Toulouse);FRA; 1,29 € ; 6,46 € € ;317
209400;09/01/2017;Chicken Fajita Wrap (Berlin);DEU; 1,76 € ; 8,78 € € ;474
209401;10/01/2017;Toast (Graz);AUT; 0,66 € ; 3,30 € € ;372
209402;11/01/2017;Fruit Box (Stockholm);SWE; 1,52 € ; 7,62 € € ;328
209403;12/01/2017;Chocolate Chip Muffin (Potsdam);DEU; 1,32 € ; 6,58 € € ;531
209404;13/01/2017;Apple Juice (Edinburgh);GBR; 1,92 € ; 9,60 € € ;357
209405;14/01/2017;Apple Juice (Berlin);DEU; 1,80 € ; 9,02 € € ;360
209406;15/01/2017;Orange Juice (Salzburg);AUT; 1,80 € ; 9,00 € € ;574
209407;16/01/2017;Tea (Hamilton);NZL; 0,87 € ; 4,34 € € ;403
209408;17/01/2017;Ham & Cheese Toastie (Geneva);CHE; 1,26 € ; 6,30 € € ;568
209409;18/01/2017;Tomato Juice (Madison);USA; 2,19 € ; 10,94 € € ;593
209410;19/01/2017;Almond Croissant (Canberra);AUS; 1,33 € ; 6,66 € € ;396
209411;20/01/2017;Fruit Box (Vancouver);CAN; 1,92 € ; 9,58 € € ;492
209412;21/01/2017;Sparkling Water (Kirkland);USA; 1,32 € ; 6,62 € € ;493
209413;22/01/2017;Chicken Salad Sandwich (San Diego);USA; 1,66 € ; 8,32 € € ;401
209414;23/01/2017;Cheese & Pickle Sandwich (Paris);FRA; 0,73 € ; 3,66 € € ;572
209415;24/01/2017;Chicken Salad Sandwich (Tromsø);NOR; 1,06 € ; 5,30 € € ;364
209416;25/01/2017;Cheese & Pickle Sandwich (San Diego);USA; 2,06 € ; 10,28 € € ;463
209417;26/01/2017;Chocolate Chip Muffin (Cardiff);GBR; 1,50 € ; 7,50 € € ;594
209418;27/01/2017;Ham & Cheese Toastie (Cardiff);GBR; 2,07 € ; 10,36 € € ;402
209419;28/01/2017;Toast (Berlin);DEU; 1,57 € ; 7,84 € € ;541
209420;29/01/2017;Coffee (Dublin);IRL; 1,80 € ; 9,00 € € ;407
209421;30/01/2017;Tuna Melt Panini (San Francisco);USA; 1,88 € ; 9,38 € € ;430
209422;31/01/2017;Toast (Austin);USA; 1,96 € ; 9,78 € € ;308
209423;01/02/2017;Still Water (Southampton);GBR; 2,11 € ; 10,54 € € ;314
209424;02/02/2017;Ham & Cheese Toastie (Vancouver);CAN; 1,63 € ; 8,14 € € ;599
209425;03/02/2017;Apple Juice (Boston);USA; 2,15 € ; 10,76 € € ;589
209426;04/02/2017;Green Tea (Birmingham);GBR; 1,27 € ; 6,36 € € ;380
209427;05/02/2017;Toast (Galway);IRL; 1,45 € ; 7,26 € € ;416
209428;06/02/2017;Peach Juice (Sydney);AUS; 1,52 € ; 7,58 € € ;255
209429;07/02/2017;Chicken Salad Sandwich (Odense);DNK; 0,93 € ; 4,66 € € ;516
209430;08/02/2017;Orange Juice (Cardiff);GBR; 0,95 € ; 4,76 € € ;271
209431;09/02/2017;Butter Croissant (Strasbourg);FRA; 1,37 € ; 6,84 € € ;408
209432;10/02/2017;Toast (Portland);USA; 0,72 € ; 3,58 € € ;443
209433;11/02/2017;Apple Juice (Geneva);CHE; 0,68 € ; 3,40 € € ;571
209434;12/02/2017;Fruit Box (Lausanne);CHE; 1,14 € ; 5,70 € € ;256
209435;13/02/2017;Tuna Melt Panini (Madison);USA; 1,66 € ; 8,32 € € ;270
209436;14/02/2017;Porridge (Kirkland);USA; 1,35 € ; 6,74 € € ;339
209437;15/02/2017;Peach Juice (Paris);FRA; 1,11 € ; 5,56 € € ;236
209438;16/02/2017;Apple Juice (San Diego);USA; 0,88 € ; 4,38 € € ;419
209439;17/02/2017;Chicken Salad Sandwich (Lausanne);CHE; 1,14 € ; 5,70 € € ;594
209440;18/02/2017;Tea (Kraków);POL; 1,94 € ; 9,68 € € ;529
209441;19/02/2017;Still Water (Seattle);USA; 0,96 € ; 4,80 € € ;430
209442;20/02/2017;Toast (Stockholm);SWE; 0,99 € ; 4,94 € € ;445
209443;21/02/2017;Porridge (Madison);USA; 1,18 € ; 5,92 € € ;575
209444;22/02/2017;Coffee (Odense);DNK; 2,09 € ; 10,44 € € ;431
209445;23/02/2017;Porridge (Hamilton);NZL; 0,61 € ; 3,06 € € ;489
209446;24/02/2017;Porridge (Paris);FRA; 1,89 € ; 9,44 € € ;573
209447;25/02/2017;Chocolate Chip Muffin (Melbourne);AUS; 1,06 € ; 5,32 € € ;497
209448;26/02/2017;Tomato Juice (Toronto);CAN; 1,72 € ; 8,60 € € ;589
209449;27/02/2017;BLT Sandwich (Toronto);CAN; 1,00 € ; 5,02 € € ;475
209450;28/02/2017;Coffee (Cardiff);GBR; 1,47 € ; 7,36 € € ;277
209451;28/02/2017;BLT Sandwich (Lille);FRA; 1,70 € ; 8,50 € € ;438
209452;01/03/2017;Apple Juice (Austin);USA; 1,52 € ; 7,62 € € ;277
209453;02/03/2017;Chocolate Chip Muffin (Birmingham);GBR; 2,00 € ; 10,00 € € ;440
209454;03/03/2017;Cheese & Pickle Sandwich (Paris);FRA; 1,26 € ; 6,28 € € ;559
209455;04/03/2017;Apple Juice (Dresden);DEU; 1,13 € ; 5,64 € € ;589
209456;05/03/2017;Orange Juice (Potsdam);DEU; 0,86 € ; 4,28 € € ;359
209457;06/03/2017;Peach Juice (Lausanne);CHE; 1,28 € ; 6,38 € € ;384
209458;07/03/2017;Blueberry Muffin (Manchester);GBR; 1,11 € ; 5,54 € € ;280
209459;08/03/2017;Fruit Box (Paris);FRA; 1,66 € ; 8,30 € € ;203
209460;09/03/2017;Porridge (Odense);DNK; 1,64 € ; 8,20 € € ;276
209461;10/03/2017;BLT Sandwich (Odense);DNK; 1,32 € ; 6,62 € € ;337
209462;11/03/2017;Chocolate Twist (Sønderborg);DNK; 1,28 € ; 6,40 € € ;464
209463;12/03/2017;Fruit Box (Brussels);BEL; 2,16 € ; 10,78 € € ;412
209464;13/03/2017;Tuna Melt Panini (Glasgow);GBR; 0,91 € ; 4,54 € € ;356
209465;14/03/2017;Blueberry Muffin (Boston);USA; 2,06 € ; 10,28 € € ;374
209466;15/03/2017;Chocolate Twist (Southampton);GBR; 1,17 € ; 5,86 € € ;491
209467;16/03/2017;Lemon & Ginger Tea (Hamburg);DEU; 1,62 € ; 8,12 € € ;218
209468;17/03/2017;Porridge (Austin);USA; 1,58 € ; 7,92 € € ;519
209469;18/03/2017;Still Water (Berlin);DEU; 1,10 € ; 5,52 € € ;388
209470;19/03/2017;Fruit Box (Katowice);POL; 1,06 € ; 5,32 € € ;377
209471;20/03/2017;Tea (Brussels);BEL; 1,18 € ; 5,88 € € ;266
209472;21/03/2017;Tuna Melt Panini (Copenhagan);DNK; 1,16 € ; 5,82 € € ;503
209473;22/03/2017;Toast (Stuttgart);DEU; 1,23 € ; 6,14 € € ;276
209474;23/03/2017;Cheese & Pickle Sandwich (London);GBR; 0,87 € ; 4,36 € € ;306
209475;24/03/2017;Tomato Juice (Austin);USA; 0,62 € ; 3,12 € € ;443
209476;25/03/2017;Orange Juice (Lille);FRA; 2,08 € ; 10,42 € € ;365
209477;26/03/2017;Almond Croissant (Vancouver);CAN; 1,99 € ; 9,96 € € ;260
209478;27/03/2017;Blueberry Muffin (Graz);AUT; 2,07 € ; 10,34 € € ;589
209479;28/03/2017;Tuna Melt Panini (Cardiff);GBR; 0,89 € ; 4,46 € € ;259
209480;29/03/2017;Peach Juice (Strasbourg);FRA; 1,19 € ; 5,94 € € ;304
209481;30/03/2017;Lemon & Ginger Tea (Odense);DNK; 1,36 € ; 6,80 € € ;331
209482;31/03/2017;Chocolate Twist (Copenhagan);DNK; 1,35 € ; 6,76 € € ;437
209483;01/04/2017;Fruit Box (Graz);AUT; 0,65 € ; 3,26 € € ;473
209484;02/04/2017;Coffee (Sønderborg);DNK; 0,90 € ; 4,48 € € ;504
209485;03/04/2017;Chocolate Twist (Tromsø);NOR; 1,67 € ; 8,36 € € ;227
209486;04/04/2017;Sparkling Water (Toronto);CAN; 0,94 € ; 4,70 € € ;316
209487;05/04/2017;Still Water (Edinburgh);GBR; 1,41 € ; 7,06 € € ;339
209488;06/04/2017;Apple Juice (Stockholm);SWE; 1,40 € ; 7,00 € € ;444
209489;07/04/2017;Peach Juice (Albuquerque);USA; 1,36 € ; 6,80 € € ;280
209490;08/04/2017;Toast (London);GBR; 1,39 € ; 6,94 € € ;444
209491;09/04/2017;Coffee (Munich);DEU; 1,04 € ; 5,20 € € ;541
209492;10/04/2017;Porridge (Seattle);USA; 2,03 € ; 10,14 € € ;410
209493;11/04/2017;Apple Juice (Odense);DNK; 1,36 € ; 6,82 € € ;447
209494;12/04/2017;Coffee (Hamburg);DEU; 1,39 € ; 6,96 € € ;220
209495;13/04/2017;Cheese & Pickle Sandwich (San Francisco);USA; 1,56 € ; 7,78 € € ;261
209496;14/04/2017;Blueberry Muffin (Lille);FRA; 2,02 € ; 10,12 € € ;325
209497;15/04/2017;Lemon & Ginger Tea (Lille);FRA; 2,12 € ; 10,58 € € ;574
209498;16/04/2017;Sparkling Water (Stockholm);SWE; 2,18 € ; 10,92 € € ;237
209499;17/04/2017;Green Tea (Brussels);BEL; 0,88 € ; 4,40 € € ;532
209500;18/04/2017;Cheese & Pickle Sandwich (Stuttgart);DEU; 1,34 € ; 6,70 € € ;399
209501;19/04/2017;Fruit Box (Berlin);DEU; 1,11 € ; 5,56 € € ;492
209502;20/04/2017;Chocolate Twist (Melbourne);AUS; 2,00 € ; 10,02 € € ;467
209503;21/04/2017;Sparkling Water (Glasgow);GBR; 1,63 € ; 8,16 € € ;490
209504;22/04/2017;Porridge (Potsdam);DEU; 1,78 € ; 8,90 € € ;403
209505;23/04/2017;Tea (Canberra);AUS; 1,06 € ; 5,30 € € ;460
209506;24/04/2017;Almond Croissant (Albuquerque);USA; 1,16 € ; 5,80 € € ;552
209507;25/04/2017;Cheese & Pickle Sandwich (Albuquerque);USA; 1,48 € ; 7,38 € € ;313
209508;26/04/2017;BLT Sandwich (Brussels);BEL; 1,92 € ; 9,62 € € ;237
209509;27/04/2017;Orange Juice (Edinburgh);GBR; 1,30 € ; 6,48 € € ;234
209510;28/04/2017;Tea (Stockholm);SWE; 1,64 € ; 8,22 € € ;208
209511;29/04/2017;Sparkling Water (Brussels);BEL; 1,62 € ; 8,08 € € ;298
209512;30/04/2017;Tomato Juice (Edinburgh);GBR; 0,60 € ; 3,02 € € ;405
209513;01/05/2017;Peach Juice (Boston);USA; 1,41 € ; 7,06 € € ;510
209514;02/05/2017;Butter Croissant (Austin);USA; 1,22 € ; 6,10 € € ;541
209515;03/05/2017;Apple Juice (Hamilton);NZL; 1,63 € ; 8,14 € € ;267
209516;04/05/2017;Chocolate Twist (Kirkland);USA; 0,81 € ; 4,06 € € ;382
209517;05/05/2017;Still Water (Glasgow);GBR; 0,84 € ; 4,18 € € ;482
209518;06/05/2017;Porridge (Stockholm);SWE; 0,69 € ; 3,46 € € ;309
209519;07/05/2017;Toast (Vancouver);CAN; 1,61 € ; 8,06 € € ;510
209520;08/05/2017;Chicken Fajita Wrap (Sydney);AUS; 1,69 € ; 8,44 € € ;506
209521;09/05/2017;Tuna Melt Panini (Strasbourg);FRA; 1,91 € ; 9,54 € € ;497
209522;10/05/2017;Ham & Cheese Toastie (Boston);USA; 2,12 € ; 10,58 € € ;259
209523;11/05/2017;Peach Juice (Brussels);BEL; 0,63 € ; 3,14 € € ;300
209524;12/05/2017;Butter Croissant (Seattle);USA; 1,77 € ; 8,86 € € ;201
209525;13/05/2017;Fruit Box (Salzburg);AUT; 1,33 € ; 6,66 € € ;427
209526;14/05/2017;Tuna Melt Panini (London);GBR; 1,06 € ; 5,28 € € ;420
209527;15/05/2017;Green Tea (Glasgow);GBR; 1,67 € ; 8,36 € € ;217
209528;16/05/2017;Coffee (Sønderborg);DNK; 1,42 € ; 7,12 € € ;290
